purpose,isReIntervention,timestamp,resolution,app,interventionDuration,timezone,interventionType,timeIntervalUntilReIntervention
,False,1749621382.574564,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1749622734.399434,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749622812.694028,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,120.0
Blijf in de lus,True,1749622963.750515,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,120.0
,False,1749624294.006845,dismissedAppOpening,facebook,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1749624802.785075,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1749624877.854306,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1749624947.8195229,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
,False,1749626247.382823,dismissedAppOpening,facebook,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1749626282.167208,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,120.0
Bericht,False,1749626543.7609339,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
,False,1749626592.121912,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1749627644.120827,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749627867.150474,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Bericht,False,1749628610.136335,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
,False,1749628697.48463,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1749630923.4760919,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749632828.3846822,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Zoek informatie,False,1749633012.4219499,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
,False,1749633030.0397701,closedApp,NOS,,Europe/Amsterdam,,
,False,1749633150.062542,closedApp,NOS,,Europe/Amsterdam,,
,False,1749633217.5136418,closedApp,NOS,,Europe/Amsterdam,,
,False,1749633421.9608588,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
,False,1749633812.479646,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
,False,1749633958.53357,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
,False,1749634335.364783,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1749634858.205442,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749636669.129055,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
,False,1749636967.7129688,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1749638134.368269,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
,False,1749638300.26235,dismissedAppOpening,facebook,1.5,Europe/Amsterdam,breathingExercise,
Entertainment,False,1749638795.406705,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749641038.441076,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749641125.980186,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749644225.0246348,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Ontsnappen / Vermijden,False,1749644324.89378,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
,False,1749644616.145827,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1749644661.5509481,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1749644752.145362,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,300.0
,False,1749645022.031742,dismissedAppOpening,facebook,1.5,Europe/Amsterdam,breathingExercise,
,False,1749645445.999882,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1749647072.038799,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1749647114.488374,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749648536.804949,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
,False,1749652415.659608,dismissedAppOpening,facebook,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1749658377.600933,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1749658729.493979,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749658764.751292,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749662488.6223068,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,True,1749662623.37953,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749662776.9085588,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,True,1749662912.580687,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Zoek informatie,False,1749664142.324502,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
,False,1749664154.889596,closedApp,NOS,,Europe/Amsterdam,,
,False,1749664160.7247949,closedApp,NOS,,Europe/Amsterdam,,
,False,1749664338.1428618,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1749667159.0612411,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1749667793.501319,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749669224.216074,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,120.0
,False,1749669346.3313189,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
Bericht,False,1749669386.072989,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
,False,1749669538.560968,closedApp,NOS,,Europe/Amsterdam,,
,False,1749669542.947887,dismissedAppOpening,facebook,1.5,Europe/Amsterdam,breathingExercise,
Bericht,False,1749669921.006819,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749670384.02298,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Bericht,False,1749672705.084429,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
,False,1749673608.215201,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1749674813.2448401,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749674852.850157,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749675663.9699259,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749677701.454575,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749677923.368219,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
,False,1749677963.418699,dismissedAppOpening,facebook,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1749678365.241619,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749679431.379679,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749679630.578741,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749710595.95197,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749711718.666623,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,True,1749711912.991476,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,240.0
,False,1749712120.480071,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1749712241.2171512,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749712302.256808,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
,False,1749712465.946058,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
,False,1749712855.3924499,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1749712899.8360162,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
,False,1749713302.630719,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
,False,1749713607.503951,dismissedAppOpening,facebook,1.5,Europe/Amsterdam,breathingExercise,
,False,1749714227.649102,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
Bericht,False,1749715140.149407,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
,False,1749715624.843266,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1749716055.423705,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1749716142.730463,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,120.0
,False,1749716353.568739,dismissedAppOpening,facebook,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1749718813.5940108,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749718901.1388721,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749722210.173907,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749722358.95559,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749722386.8194761,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749724895.123712,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749724942.685412,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749724951.418281,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,120.0
,False,1749725513.405058,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1749730884.361057,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1749731017.234075,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
,False,1749731912.8576732,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1749735331.749794,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749735412.556617,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749736526.6613178,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749738273.573021,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1749738347.850113,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Bericht,False,1749738397.861515,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
,False,1749738406.264323,closedApp,NOS,,Europe/Amsterdam,,
,False,1749738409.1979709,closedApp,NOS,,Europe/Amsterdam,,
,False,1749738511.417471,closedApp,NOS,,Europe/Amsterdam,,
,False,1749738521.1873012,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1749740596.212991,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749740671.446712,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749741613.496692,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749743034.339191,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
,False,1749743152.151071,dismissedAppOpening,facebook,1.5,Europe/Amsterdam,breathingExercise,
,False,1749743166.82345,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1749747468.55135,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749747544.246867,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749748790.653727,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749750368.265491,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Bericht,False,1749751652.9895349,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
,False,1749754530.826932,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1749754564.2921739,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749756719.22119,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1749756888.379475,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1749757893.5705671,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1749758266.256016,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,120.0
Blijf in de lus,False,1749758501.750951,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749758576.410829,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1749758717.375958,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,240.0
Nieuwsgierig ,False,1749759537.58904,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
,False,1749759850.0989509,dismissedAppOpening,facebook,1.5,Europe/Amsterdam,breathingExercise,
Nieuwsgierig ,False,1749760575.000217,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749760686.295656,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Zoek informatie,False,1749761150.902063,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
,False,1749761376.167273,closedApp,NOS,,Europe/Amsterdam,,
,False,1749761450.573446,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1749762552.489547,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749763421.131212,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749793056.714685,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749793083.65377,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,120.0
Bericht,False,1749793204.1705298,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
,False,1749793347.09964,closedApp,NOS,,Europe/Amsterdam,,
Zoek informatie,False,1749794144.815779,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
,False,1749794911.741112,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1749795232.416517,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1749795325.814639,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749796205.804672,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749796237.81813,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749799925.675411,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Post iets,False,1749800471.0775099,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1749800561.3623629,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749803434.5662599,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1749803508.0881839,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
,False,1749803566.734696,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
Bericht,False,1749805278.939059,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Zoek informatie,False,1749805745.211061,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
,False,1749805893.531748,closedApp,NOS,,Europe/Amsterdam,,
,False,1749806483.863195,closedApp,NOS,,Europe/Amsterdam,,
Bericht,False,1749807502.642385,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749810325.345336,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Zoek informatie,False,1749810643.054883,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
,False,1749810647.22955,closedApp,NOS,,Europe/Amsterdam,,
,False,1749810851.184781,closedApp,NOS,,Europe/Amsterdam,,
,False,1749811084.884338,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1749811911.81071,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749812227.215699,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1749812306.155126,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749812398.974505,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749816029.799434,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749816121.3879561,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Bericht,False,1749817592.0405579,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
,False,1749817731.410209,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1749818575.364219,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749819662.494705,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Bericht,False,1749819734.745512,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749820046.881417,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
,False,1749820495.7555032,dismissedAppOpening,instagram,1.5,Europe/Amsterdam,breathingExercise,
Bericht,False,1749820783.4894981,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
,False,1749820937.963212,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1749824311.216618,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Bericht,False,1749824740.396261,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1749827250.249337,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749827508.332047,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749827592.370494,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749828837.1207662,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749829857.617187,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,True,1749829931.863117,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Zoek informatie,False,1749829996.983531,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
,False,1749830079.2639298,closedApp,NOS,,Europe/Amsterdam,,
Nieuwsgierig ,False,1749830528.76841,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749830873.325088,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749831080.562916,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749831657.877452,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,180.0
Nieuwsgierig ,False,1749835455.458692,openedApp,instagram,1.5,Europe/Amsterdam,breathingExercise,120.0
Nieuwsgierig ,False,1749836494.252897,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Nieuwsgierig ,False,1749836993.529248,openedApp,facebook,1.5,Europe/Amsterdam,breathingExercise,60.0
Zoek informatie,False,1749837026.497185,openedApp,NOS,1.5,Europe/Amsterdam,breathingExercise,
