resolution,purpose,timestamp,interventionType,isReIntervention,timezone,app,interventionDuration
openedApp,Stay In the Loop,1751689906.5505528,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751690489.611139,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751722502.103379,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751749543.220623,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751759714.517637,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751761544.027703,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751762362.834259,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751763743.5161262,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751764942.948402,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751766929.555176,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751769461.4773679,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751769570.657232,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751773416.231763,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751774653.610085,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751776704.170057,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751820325.7843351,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751820347.007032,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751824121.5647721,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751826972.699048,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751830058.897166,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751830467.9387999,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751846817.697441,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1751847732.593292,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751850520.684555,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751861049.1470718,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751866650.6419759,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751897450.0284882,journaling,False,America/Los_Angeles,instagram,
dismissedAppOpening,,1751906202.2903352,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751906218.3896508,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751906479.648268,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751906834.205425,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751910059.3752031,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751911960.504972,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751983879.563935,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1751989371.3623981,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1751990930.012083,journaling,False,America/Los_Angeles,instagram,
dismissedAppOpening,,1752007099.713502,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752007116.67681,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752008047.994697,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752009268.6700912,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752009400.7593389,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752039168.681786,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752072315.971144,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752091701.757663,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1752093332.074298,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752094296.822725,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752094814.1300159,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752097978.676165,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752105028.3508549,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752105496.966124,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752108919.116503,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752110713.1224298,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752117325.460007,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752117341.001482,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752122213.583015,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752123254.3838,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752123594.554834,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752159167.9519792,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752175873.3922958,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752176282.613179,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752176703.968097,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752176844.858166,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752176910.389606,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752176975.1688042,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752177290.331726,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752177451.951798,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752177746.764624,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752177801.380859,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752178014.019382,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752178590.225051,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752178899.828234,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752179005.067223,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752180468.01964,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752193858.540585,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752199595.010174,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752206828.142951,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752206842.269487,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752209385.591249,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752209402.109015,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752211567.923167,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752238339.29707,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752238766.554687,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752240937.448369,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752251873.637546,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752258446.220166,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752258848.5374842,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752261805.718905,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752267513.266278,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752268686.6450958,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1752271414.434588,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752272400.579844,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752272902.0798712,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1752274992.718176,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752275734.7229872,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752275997.543748,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752276371.73158,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752276583.322733,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752281022.426208,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1752282138.4359121,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752282979.097146,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752283533.229443,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752286369.849656,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752286472.0040178,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752286512.273531,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752286544.242281,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752286903.2427459,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752286973.321538,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752287123.714776,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752288514.3595219,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752288605.297859,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752289831.763815,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752294528.997396,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752336121.3682408,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752338074.848333,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752363535.120285,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752365880.671088,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752366011.403105,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752366319.669838,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752367862.6488829,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752368201.1052032,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752368588.838181,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752368622.944079,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752369481.836175,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752369719.276885,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752369806.693622,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752369822.33147,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752370979.190139,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752371110.951999,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752371130.0996618,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752371263.075074,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752371850.2028298,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752372152.5730119,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752374489.980761,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752382050.768008,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752382190.5284271,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752382406.720193,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1752385437.312134,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752387280.7921681,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752393182.714006,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752393207.785417,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752393834.453547,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752394150.157171,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752395547.7985458,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752395562.9070039,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752395613.5970001,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Post something,1752395682.4353461,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752395961.279536,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1752395980.957008,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752422731.958895,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752422819.683782,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752427751.6729279,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752428525.574092,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752430423.3356972,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752439489.7588248,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752440401.572949,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752447464.461664,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752461506.552108,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752461893.428512,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752462061.418333,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752469496.1564941,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752469912.177412,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752470694.182414,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752471182.80294,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752473243.146778,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752501667.230977,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1752503119.043741,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1752503167.900683,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752503230.0567632,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752503362.8156009,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752503386.061687,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752508393.84882,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Post something,1752509277.0898871,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752510180.6930861,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752510722.730229,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752510899.224344,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752511236.2551131,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752511460.63417,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Entertainment,1752514744.8341289,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752526200.720175,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752535341.039836,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752586487.9746752,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752587556.500784,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752589316.873488,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752589994.7570019,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752590188.890357,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752590455.938405,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752591644.4805431,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752593148.2972322,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752596686.725196,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752596762.480731,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752596799.2136421,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752599723.618833,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752603038.066031,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Post something,1752605875.776321,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752612542.475729,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752614853.161329,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752615082.319841,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752615551.394841,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752616184.554779,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Message,1752618782.107199,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752620055.918199,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752620354.6366029,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752620621.440401,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752636479.696076,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752637503.215592,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752637519.472917,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752651116.000716,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752668871.575848,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752675426.331069,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752675741.218878,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752677454.934763,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752689349.901101,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752689669.40035,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752694696.199039,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752695306.2930489,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752697757.336831,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752700565.96308,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752700601.644213,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752703675.003943,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752704004.775315,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752707159.304511,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752708743.9620671,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752716910.6332579,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752720456.6587791,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752721317.52487,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752732066.268568,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752760654.926691,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752768903.462086,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752770045.997957,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752770602.444268,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752770789.558569,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752771209.400656,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752771227.244183,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752771248.8061461,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752781025.25406,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752781086.286715,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752817045.891994,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752819070.569604,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752855284.7448301,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752858205.682129,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752870665.881468,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752873794.547106,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Post something,1752876156.461195,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752876884.396889,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752876908.176228,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752877232.8592439,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752877302.562365,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752879461.16173,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752880029.806099,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752884171.385683,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752885776.7149181,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752892004.105898,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752892118.213125,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752899833.988733,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752903920.470914,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752907559.721986,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752945292.731719,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752947100.881536,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752970466.7196422,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752971703.961024,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752972964.0978808,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752972990.403078,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752975670.050616,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752983359.91007,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752984745.0364552,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752984974.188538,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752984993.3923922,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752985024.73073,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752985039.308753,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752985064.889511,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752985080.469791,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752985270.757924,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752985290.490649,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752985537.644044,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752986507.94345,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752986888.563724,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752988518.8496308,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752988922.60604,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1752989129.481244,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752989662.936687,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752990056.745497,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1752991721.180235,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753031701.318342,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753034453.7674599,breathingExercise,False,America/Los_Angeles,instagram,6.0
dismissedAppOpening,,1753034484.965612,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753047359.860279,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753050038.07544,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753051501.65584,breathingExercise,False,America/Los_Angeles,instagram,6.0
openedApp,Stay In the Loop,1753052335.621269,breathingExercise,False,America/Los_Angeles,instagram,6.0
