resolution,timezone,app,interventionType,isReIntervention,timestamp,interventionDuration
openedApp,America/New_York,instagram,breathingExercise,False,1752412470.1194239,6
openedApp,America/New_York,instagram,breathingExercise,False,1752415960.133368,6
openedApp,America/New_York,instagram,breathingExercise,False,1752416443.858227,6
openedApp,America/New_York,instagram,breathingExercise,False,1752418378.995635,6
openedApp,America/New_York,instagram,breathingExercise,False,1752420292.7536511,6
openedApp,America/New_York,instagram,breathingExercise,False,1752421645.888072,6
dismissedAppOpening,America/New_York,instagram,breathingExercise,False,1752428690.899856,6
openedApp,America/New_York,instagram,breathingExercise,False,1752428731.548993,6
dismissedAppOpening,America/New_York,instagram,breathingExercise,False,1752439460.3007178,6
dismissedAppOpening,America/New_York,instagram,breathingExercise,False,1752439461.3530169,6
openedApp,America/New_York,instagram,breathingExercise,False,1752439484.937862,6
openedApp,America/New_York,instagram,breathingExercise,False,1752450640.9870949,6
openedApp,America/New_York,instagram,breathingExercise,False,1752453002.6630979,6
openedApp,America/New_York,instagram,breathingExercise,False,1752455910.377809,6
openedApp,America/New_York,instagram,breathingExercise,False,1752458025.913986,6
openedApp,America/New_York,instagram,breathingExercise,False,1752459128.246443,6
openedApp,America/New_York,instagram,breathingExercise,False,1752459477.882555,6
openedApp,America/New_York,instagram,breathingExercise,False,1752461150.760158,6
openedApp,America/New_York,instagram,breathingExercise,False,1752461252.192316,6
openedApp,America/New_York,instagram,breathingExercise,False,1752487243.280021,6
openedApp,America/New_York,instagram,breathingExercise,False,1752489236.7634912,6
openedApp,America/New_York,instagram,breathingExercise,False,1752490401.857102,6
openedApp,America/New_York,instagram,breathingExercise,False,1752490704.966339,6
openedApp,America/New_York,instagram,breathingExercise,False,1752491694.598226,6
openedApp,America/New_York,instagram,breathingExercise,False,1752497639.883697,6
openedApp,America/New_York,instagram,breathingExercise,False,1752508538.385507,6
openedApp,America/New_York,instagram,breathingExercise,False,1752512213.660924,6
dismissedAppOpening,America/New_York,instagram,breathingExercise,False,1752514836.4945889,6
dismissedAppOpening,America/New_York,instagram,breathingExercise,False,1752514838.1616821,6
openedApp,America/New_York,instagram,breathingExercise,False,1752514857.102211,6
openedApp,America/New_York,instagram,breathingExercise,False,1752529210.096643,6
openedApp,America/New_York,instagram,breathingExercise,False,1752536938.854984,6
openedApp,America/New_York,instagram,breathingExercise,False,1752537823.32586,6
openedApp,America/New_York,instagram,breathingExercise,False,1752544487.6168919,6
openedApp,America/New_York,instagram,breathingExercise,False,1752547602.109513,6
openedApp,America/New_York,instagram,breathingExercise,False,1752548881.21574,6
openedApp,America/New_York,instagram,breathingExercise,False,1752575271.123577,6
openedApp,America/New_York,instagram,breathingExercise,False,1752577742.1715221,6
openedApp,America/New_York,instagram,breathingExercise,False,1752578512.8603492,6
dismissedAppOpening,America/New_York,instagram,breathingExercise,False,1752578887.573492,6
dismissedAppOpening,America/New_York,instagram,breathingExercise,False,1752580784.9166908,6
openedApp,America/New_York,instagram,breathingExercise,False,1752581041.127454,6
openedApp,America/New_York,instagram,breathingExercise,False,1752592098.6693978,6
openedApp,America/New_York,instagram,breathingExercise,False,1752592694.6291451,6
openedApp,America/New_York,instagram,breathingExercise,False,1752593929.040122,6
openedApp,America/New_York,instagram,breathingExercise,False,1752604293.275162,6
openedApp,America/New_York,instagram,breathingExercise,False,1752607473.089313,6
openedApp,America/New_York,instagram,breathingExercise,False,1752609881.840726,6
openedApp,America/New_York,instagram,breathingExercise,False,1752613959.124456,6
openedApp,America/New_York,instagram,breathingExercise,False,1752621710.736802,6
openedApp,America/New_York,instagram,breathingExercise,False,1752623023.464493,6
openedApp,America/New_York,instagram,breathingExercise,False,1752629155.240312,6
openedApp,America/New_York,instagram,breathingExercise,False,1752629982.539465,6
openedApp,America/New_York,instagram,breathingExercise,False,1752634174.137795,6
openedApp,America/New_York,instagram,breathingExercise,False,1752635876.33776,6
openedApp,America/New_York,instagram,breathingExercise,False,1752635930.802402,6
dismissedAppOpening,America/New_York,instagram,breathingExercise,False,1752636168.207706,6
openedApp,America/New_York,instagram,breathingExercise,False,1752636592.4081922,6
dismissedAppOpening,America/New_York,instagram,breathingExercise,False,1752663774.284658,6
openedApp,America/New_York,instagram,breathingExercise,False,1752663905.121733,6
openedApp,America/New_York,instagram,breathingExercise,False,1752666127.3341389,6
openedApp,America/New_York,instagram,breathingExercise,False,1752677346.0599809,6
openedApp,America/New_York,instagram,breathingExercise,False,1752689946.783993,6
openedApp,America/New_York,instagram,breathingExercise,False,1752689976.7372298,6
openedApp,America/New_York,instagram,breathingExercise,False,1752691921.6046019,6
openedApp,America/New_York,instagram,breathingExercise,False,1752699245.636214,6
openedApp,America/New_York,instagram,breathingExercise,False,1752707882.403853,6
openedApp,America/New_York,instagram,breathingExercise,False,1752709485.527841,6
openedApp,America/New_York,instagram,breathingExercise,False,1752714045.516747,6
openedApp,America/New_York,instagram,breathingExercise,False,1752716987.224337,6
openedApp,America/New_York,instagram,breathingExercise,False,1752718297.189725,6
openedApp,America/New_York,instagram,breathingExercise,False,1752720120.275319,6
openedApp,America/New_York,instagram,breathingExercise,False,1752722411.8800821,6
openedApp,America/New_York,instagram,breathingExercise,False,1752722483.016007,6
openedApp,America/New_York,instagram,breathingExercise,False,1752751855.777787,6
openedApp,America/New_York,instagram,breathingExercise,False,1752764037.917996,6
openedApp,America/New_York,instagram,breathingExercise,False,1752766365.324285,6
openedApp,America/New_York,instagram,breathingExercise,False,1752782465.863132,6
openedApp,America/New_York,instagram,breathingExercise,False,1752788359.016755,6
openedApp,America/New_York,instagram,breathingExercise,False,1752790330.352138,6
openedApp,America/New_York,instagram,breathingExercise,False,1752795102.9656801,6
openedApp,America/New_York,instagram,breathingExercise,False,1752795179.977716,6
openedApp,America/New_York,instagram,breathingExercise,False,1752800453.068502,6
openedApp,America/New_York,instagram,breathingExercise,False,1752801222.7614331,6
openedApp,America/New_York,instagram,breathingExercise,False,1752801358.3117108,6
openedApp,America/New_York,instagram,breathingExercise,False,1752804038.6848059,6
openedApp,America/New_York,instagram,breathingExercise,False,1752805516.174645,6
openedApp,America/New_York,instagram,breathingExercise,False,1752805986.700777,6
openedApp,America/New_York,instagram,breathingExercise,False,1752807293.699815,6
openedApp,America/New_York,instagram,breathingExercise,False,1752838803.560828,6
openedApp,America/New_York,instagram,breathingExercise,False,1752838884.393444,6
openedApp,America/New_York,instagram,breathingExercise,False,1752843050.3697438,6
openedApp,America/New_York,instagram,breathingExercise,False,1752857888.691756,6
openedApp,America/New_York,instagram,breathingExercise,False,1752880240.2726989,6
openedApp,America/New_York,instagram,breathingExercise,False,1752885374.3131099,6
openedApp,America/New_York,instagram,breathingExercise,False,1752886523.459501,6
openedApp,America/New_York,instagram,breathingExercise,False,1752893667.073504,6
openedApp,America/New_York,instagram,breathingExercise,False,1752896075.541881,6
openedApp,America/New_York,instagram,breathingExercise,False,1752900168.2150412,6
openedApp,America/New_York,instagram,breathingExercise,False,1752969697.27848,6
openedApp,America/New_York,instagram,breathingExercise,False,1752971406.617892,6
openedApp,America/New_York,instagram,breathingExercise,False,1752974082.903895,6
openedApp,America/New_York,instagram,breathingExercise,False,1752978796.0704799,6
openedApp,America/New_York,instagram,breathingExercise,False,1752982928.25886,6
openedApp,America/New_York,instagram,breathingExercise,False,1752983881.54838,6
openedApp,America/New_York,instagram,breathingExercise,False,1752984622.486279,6
dismissedAppOpening,America/New_York,instagram,breathingExercise,False,1753015070.004071,6
openedApp,America/New_York,instagram,breathingExercise,False,1753015091.8810968,6
openedApp,America/New_York,instagram,breathingExercise,False,1753016303.570315,6
openedApp,America/New_York,instagram,breathingExercise,False,1753017401.1150188,6
openedApp,America/New_York,instagram,breathingExercise,False,1753022075.820863,6
openedApp,America/New_York,instagram,breathingExercise,False,1753023695.137403,6
openedApp,America/New_York,instagram,breathingExercise,False,1753025095.245326,6
openedApp,America/New_York,instagram,breathingExercise,False,1753029442.066144,6
openedApp,America/New_York,instagram,breathingExercise,False,1753035217.5577512,6
openedApp,America/New_York,instagram,breathingExercise,False,1753047529.214709,6
openedApp,America/New_York,instagram,breathingExercise,False,1753051752.4844809,6
openedApp,America/New_York,instagram,breathingExercise,False,1753058172.8011441,6
openedApp,America/New_York,instagram,breathingExercise,False,1753062222.405997,6
openedApp,America/New_York,instagram,breathingExercise,False,1753066283.6067538,6
openedApp,America/New_York,instagram,breathingExercise,False,1753068009.840617,6
openedApp,America/New_York,instagram,breathingExercise,False,1753097506.1108851,6
openedApp,America/New_York,instagram,breathingExercise,False,1753100699.7026792,6
openedApp,America/New_York,instagram,breathingExercise,False,1753107928.513187,6
openedApp,America/New_York,instagram,breathingExercise,False,1753112286.4049149,6
openedApp,America/New_York,instagram,breathingExercise,False,1753112608.614253,6
openedApp,America/New_York,instagram,breathingExercise,False,1753114546.29393,6
openedApp,America/New_York,instagram,breathingExercise,False,1753142928.825011,6
openedApp,America/New_York,instagram,breathingExercise,False,1753150590.103157,6
openedApp,America/New_York,instagram,breathingExercise,False,1753184998.228148,6
openedApp,America/New_York,instagram,breathingExercise,False,1753185026.777131,6
openedApp,America/New_York,instagram,breathingExercise,False,1753196385.417818,6
dismissedAppOpening,America/New_York,instagram,breathingExercise,False,1753202528.03981,6
openedApp,America/New_York,instagram,breathingExercise,False,1753202559.701767,6
openedApp,America/New_York,instagram,breathingExercise,False,1753209062.938655,6
dismissedAppOpening,America/New_York,instagram,breathingExercise,False,1753213651.8812761,6
openedApp,America/New_York,instagram,breathingExercise,False,1753213667.8968968,6
openedApp,America/New_York,instagram,breathingExercise,False,1753218999.890952,6
dismissedAppOpening,America/New_York,instagram,breathingExercise,False,1753224808.438789,6
openedApp,America/New_York,instagram,breathingExercise,False,1753231451.4769359,6
openedApp,America/New_York,instagram,breathingExercise,False,1753237083.153508,6
openedApp,America/New_York,instagram,breathingExercise,False,1753240706.4111,6
openedApp,America/New_York,instagram,breathingExercise,False,1753273040.627651,6
openedApp,America/New_York,instagram,breathingExercise,False,1753275612.01901,6
openedApp,America/New_York,instagram,breathingExercise,False,1753276231.524273,6
openedApp,America/New_York,instagram,breathingExercise,False,1753277188.581808,6
openedApp,America/New_York,instagram,breathingExercise,False,1753277466.853751,6
openedApp,America/New_York,instagram,breathingExercise,False,1753277907.315758,6
openedApp,America/New_York,instagram,breathingExercise,False,1753279281.393505,6
dismissedAppOpening,America/New_York,instagram,breathingExercise,False,1753294109.005965,6
openedApp,America/New_York,instagram,breathingExercise,False,1753294126.4852219,6
openedApp,America/New_York,instagram,breathingExercise,False,1753294624.553246,6
openedApp,America/New_York,instagram,breathingExercise,False,1753297217.47804,6
openedApp,America/New_York,instagram,breathingExercise,False,1753303611.230552,6
openedApp,America/New_York,instagram,breathingExercise,False,1753312816.816657,6
openedApp,America/New_York,instagram,breathingExercise,False,1753319137.324379,6
openedApp,America/New_York,instagram,breathingExercise,False,1753327185.543781,6
openedApp,America/New_York,instagram,breathingExercise,False,1753359556.043946,6
openedApp,America/New_York,instagram,breathingExercise,False,1753384498.437115,6
openedApp,America/New_York,instagram,breathingExercise,False,1753384819.240094,6
openedApp,America/New_York,instagram,breathingExercise,False,1753390635.921699,6
openedApp,America/New_York,instagram,breathingExercise,False,1753395764.834776,6
openedApp,America/New_York,instagram,breathingExercise,False,1753408068.9945521,6
openedApp,America/New_York,instagram,breathingExercise,False,1753409038.113931,6
openedApp,America/New_York,instagram,breathingExercise,False,1753410686.743974,6
openedApp,America/New_York,instagram,breathingExercise,False,1753412595.704752,6
openedApp,America/New_York,instagram,breathingExercise,False,1753445526.172734,6
openedApp,America/New_York,instagram,breathingExercise,False,1753447599.660039,6
openedApp,America/New_York,instagram,breathingExercise,False,1753465047.9061441,6
openedApp,America/New_York,instagram,breathingExercise,False,1753468495.1420221,6
