resolution,interventionDuration,interventionType,timestamp,timezone,timeIntervalUntilReIntervention,app,isReIntervention
openedApp,6.0,askForTimeLimit,1753819590.9964051,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753819660.666418,America/Sao_Paulo,1200.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753819885.302993,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753820099.6778378,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753820183.9251819,America/Sao_Paulo,660.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753820218.653548,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753820335.9939752,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753820510.962251,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753820692.925136,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753820725.338901,America/Sao_Paulo,1320.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753820911.8722029,America/Sao_Paulo,1380.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753821049.841203,America/Sao_Paulo,1500.0,tikTok,False
dismissedAppOpening,6.0,askForTimeLimit,1753822559.938731,America/Sao_Paulo,,instagram,False
dismissedAppOpening,6.0,breathingExercise,1753822588.5609422,America/Sao_Paulo,,tikTok,False
openedApp,6.0,askForTimeLimit,1753822595.309761,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,breathingExercise,1753822638.406512,America/Sao_Paulo,1260.0,tikTok,False
dismissedAppOpening,6.0,breathingExercise,1753822638.637805,America/Sao_Paulo,,tikTok,False
openedApp,6.0,askForTimeLimit,1753822862.681344,America/Sao_Paulo,1200.0,tikTok,False
dismissedAppOpening,6.0,askForTimeLimit,1753823031.2682729,America/Sao_Paulo,,tikTok,False
openedApp,6.0,askForTimeLimit,1753823174.711457,America/Sao_Paulo,1020.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753823356.341017,America/Sao_Paulo,420.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753823477.0187669,America/Sao_Paulo,1080.0,tikTok,False
dismissedAppOpening,6.0,askForTimeLimit,1753823558.8751268,America/Sao_Paulo,,tikTok,False
openedApp,6.0,askForTimeLimit,1753826313.685286,America/Sao_Paulo,1320.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753826362.592099,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753826454.552983,America/Sao_Paulo,1140.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753827947.0317469,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753827955.06114,America/Sao_Paulo,780.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753828053.842236,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753829461.2874088,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753829469.746516,America/Sao_Paulo,780.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753831124.857616,America/Sao_Paulo,720.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753831167.2647161,America/Sao_Paulo,360.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753833835.037538,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753833836.8997831,America/Sao_Paulo,720.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753833851.269748,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753834663.299893,America/Sao_Paulo,1500.0,tikTok,False
openedApp,6.0,breathingExercise,1753873019.2514381,America/Sao_Paulo,1140.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753873107.984988,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753873422.748558,America/Sao_Paulo,1320.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753874315.144464,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753874570.413266,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753874694.878746,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753874848.092701,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753874962.087895,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,breathingExercise,1753875140.4974499,America/Sao_Paulo,,tikTok,True
dismissedAppOpening,6.0,askForTimeLimit,1753875168.458828,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753875184.707767,America/Sao_Paulo,240.0,instagram,False
dismissedAppOpening,6.0,breathingExercise,1753875616.698863,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753876159.2951221,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,breathingExercise,1753876472.132388,America/Sao_Paulo,,instagram,True
openedApp,6.0,askForTimeLimit,1753876929.3917499,America/Sao_Paulo,420.0,instagram,False
openedApp,6.0,askForTimeLimit,1753879518.271519,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753879672.852865,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753879775.163657,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753879780.898196,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753881694.378715,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753881916.879034,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753882132.3644528,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753882136.275835,America/Sao_Paulo,1080.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753882167.3640208,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753882288.916228,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753882359.885971,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753882364.485105,America/Sao_Paulo,540.0,instagram,False
openedApp,6.0,askForTimeLimit,1753882464.381713,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753884384.0084472,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753884570.436146,America/Sao_Paulo,1020.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753884664.913323,America/Sao_Paulo,1260.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753884756.409493,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753884919.452351,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753885428.1212711,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753885713.7905622,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753886999.077441,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753888090.90031,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753888132.96389,America/Sao_Paulo,1320.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753888205.545212,America/Sao_Paulo,1140.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753888418.195502,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753888641.2601461,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753888796.1537151,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753889020.43043,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753889101.982421,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753889281.371984,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753889411.101427,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753891906.7754412,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753891955.657495,America/Sao_Paulo,600.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753895351.241912,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753895536.066098,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753896035.599364,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753898110.31597,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753898179.817574,America/Sao_Paulo,720.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753898845.490334,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753900247.983381,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753900393.841939,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753900482.816041,America/Sao_Paulo,1320.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753900741.834509,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753900900.8491821,America/Sao_Paulo,1440.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753902091.838978,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753902377.116784,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753902484.1224818,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753902703.442152,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753903075.587274,America/Sao_Paulo,540.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753903515.48661,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753903860.134474,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753903999.785406,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753904458.179572,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753904528.450999,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753904539.0461612,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753904831.425504,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753906337.199542,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753909220.793663,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753909883.257866,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753910037.0917912,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753910196.1892061,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753910544.282759,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753911622.230649,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,breathingExercise,1753912064.850092,America/Sao_Paulo,,instagram,True
dismissedAppOpening,6.0,askForTimeLimit,1753912068.562436,America/Sao_Paulo,,tikTok,False
dismissedAppOpening,6.0,breathingExercise,1753912073.2356281,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753912078.129313,America/Sao_Paulo,900.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753912405.577941,America/Sao_Paulo,480.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753912579.1147308,America/Sao_Paulo,1080.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753912669.525506,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753912741.4869561,America/Sao_Paulo,420.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753916470.9400291,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753916593.793402,America/Sao_Paulo,840.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753916638.801783,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753917297.885225,America/Sao_Paulo,1140.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753918160.9871678,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753918187.100851,America/Sao_Paulo,1020.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753918637.145845,America/Sao_Paulo,960.0,tikTok,False
dismissedAppOpening,6.0,askForTimeLimit,1753919577.053246,America/Sao_Paulo,,tikTok,False
openedApp,6.0,askForTimeLimit,1753919596.768323,America/Sao_Paulo,900.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753919679.152824,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753919710.404237,America/Sao_Paulo,660.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753921175.9261599,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753921189.927894,America/Sao_Paulo,420.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753921617.3399382,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753923046.365291,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,breathingExercise,1753923490.849536,America/Sao_Paulo,960.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753923582.4302979,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753923653.555468,America/Sao_Paulo,480.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753956248.177043,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,breathingExercise,1753956450.726834,America/Sao_Paulo,360.0,instagram,True
dismissedAppOpening,6.0,askForTimeLimit,1753956920.8212218,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753960165.815409,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753960812.925019,America/Sao_Paulo,480.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753961299.030221,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,breathingExercise,1753961346.918499,America/Sao_Paulo,1260.0,tikTok,True
openedApp,6.0,askForTimeLimit,1753962702.3745751,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753962901.585659,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753967022.9739242,America/Sao_Paulo,1260.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753967203.838011,America/Sao_Paulo,600.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753967521.290293,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753967937.522851,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753972625.736795,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753972718.3923202,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753972771.2160969,America/Sao_Paulo,1140.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753972942.049088,America/Sao_Paulo,1320.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753973264.9092689,America/Sao_Paulo,1620.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753973501.232493,America/Sao_Paulo,1200.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753973997.6482859,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753974543.333418,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753974660.605229,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753975284.6590729,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753975352.342733,America/Sao_Paulo,720.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753976036.328435,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753976346.931549,America/Sao_Paulo,240.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753976847.054525,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753976853.865775,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753976968.61345,America/Sao_Paulo,1140.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753977070.594779,America/Sao_Paulo,600.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753977217.7650108,America/Sao_Paulo,480.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753977287.334176,America/Sao_Paulo,900.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753977745.099797,America/Sao_Paulo,720.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753977829.002836,America/Sao_Paulo,1320.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753977974.149344,America/Sao_Paulo,240.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753978092.7221022,America/Sao_Paulo,1320.0,tikTok,False
dismissedAppOpening,6.0,breathingExercise,1753978148.52033,America/Sao_Paulo,,instagram,False
dismissedAppOpening,6.0,breathingExercise,1753978171.8162441,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753979678.961532,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753979817.6798081,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753980014.261234,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753980322.1774411,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753981005.155869,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753981086.889749,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753981219.274723,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753981432.5687199,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753981653.415479,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753981704.828572,America/Sao_Paulo,1020.0,tikTok,False
dismissedAppOpening,6.0,askForTimeLimit,1753981799.1858602,America/Sao_Paulo,,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1753982271.106729,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1753982414.968435,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753982817.720357,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1753983075.214082,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753983502.415031,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753983631.430233,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753983658.780068,America/Sao_Paulo,1080.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753983854.3050818,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1753985484.23005,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1753985628.271399,America/Sao_Paulo,1140.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753987581.1173592,America/Sao_Paulo,780.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753996680.513936,America/Sao_Paulo,780.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753996870.171196,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753997049.672041,America/Sao_Paulo,1020.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753997212.922237,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,breathingExercise,1753997420.2558532,America/Sao_Paulo,240.0,instagram,True
openedApp,6.0,breathingExercise,1753997676.911007,America/Sao_Paulo,540.0,instagram,True
openedApp,6.0,askForTimeLimit,1753997854.17916,America/Sao_Paulo,480.0,instagram,False
openedApp,6.0,breathingExercise,1753998354.887558,America/Sao_Paulo,540.0,instagram,True
openedApp,6.0,askForTimeLimit,1753998566.1369681,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1753998624.604064,America/Sao_Paulo,1500.0,tikTok,False
openedApp,6.0,askForTimeLimit,1753998760.012301,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,breathingExercise,1753999292.094195,America/Sao_Paulo,360.0,instagram,True
openedApp,6.0,askForTimeLimit,1754000347.6345649,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1754001226.596179,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1754001333.252873,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1754001891.949726,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754003937.966927,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1754017638.685425,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1754017848.153425,America/Sao_Paulo,240.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1754018798.966861,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1754043010.74313,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1754043244.678769,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1754043389.02581,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1754043882.732347,America/Sao_Paulo,1020.0,tikTok,False
openedApp,6.0,askForTimeLimit,1754044506.502922,America/Sao_Paulo,660.0,tikTok,False
openedApp,6.0,askForTimeLimit,1754045818.2488809,America/Sao_Paulo,180.0,instagram,False
openedApp,6.0,askForTimeLimit,1754046234.778233,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1754046832.691183,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1754047269.161625,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1754047273.610944,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754047511.6752958,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754048582.8374748,America/Sao_Paulo,420.0,instagram,False
openedApp,6.0,askForTimeLimit,1754049293.685718,America/Sao_Paulo,1680.0,tikTok,False
openedApp,6.0,askForTimeLimit,1754050302.552719,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754050400.052439,America/Sao_Paulo,840.0,tikTok,False
openedApp,6.0,askForTimeLimit,1754051412.6445,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1754052346.786559,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1754052524.469182,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1754052578.664806,America/Sao_Paulo,660.0,tikTok,False
openedApp,6.0,askForTimeLimit,1754053059.768207,America/Sao_Paulo,480.0,tikTok,False
openedApp,6.0,askForTimeLimit,1754053100.471425,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754053355.050623,America/Sao_Paulo,360.0,tikTok,False
openedApp,6.0,breathingExercise,1754053737.32201,America/Sao_Paulo,600.0,instagram,False
openedApp,6.0,askForTimeLimit,1754053994.7377,America/Sao_Paulo,180.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1754054069.994573,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1754056740.164793,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754064299.298331,America/Sao_Paulo,360.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1754065063.655832,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1754065120.471586,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754065228.743082,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754065377.563791,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1754068927.677006,America/Sao_Paulo,360.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1754069304.671279,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1754069317.936991,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1754070879.645014,America/Sao_Paulo,360.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1754071067.001791,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1754071895.049057,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1754072053.120873,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754072126.610266,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1754072462.8166971,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1754072592.384496,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754072724.702111,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1754075360.934258,America/Sao_Paulo,360.0,instagram,False
openedApp,6.0,askForTimeLimit,1754076127.628635,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754076353.370912,America/Sao_Paulo,1380.0,tikTok,False
openedApp,6.0,askForTimeLimit,1754078018.833971,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754081867.694555,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1754085251.293765,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754085562.325585,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1754085813.3797731,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1754088721.633206,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754134480.2555552,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,breathingExercise,1754134740.58161,America/Sao_Paulo,360.0,instagram,True
openedApp,6.0,askForTimeLimit,1754134896.547544,America/Sao_Paulo,780.0,tikTok,False
openedApp,6.0,askForTimeLimit,1754135184.168072,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754135205.352149,America/Sao_Paulo,1440.0,tikTok,False
openedApp,6.0,askForTimeLimit,1754137593.271647,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754137661.022008,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1754137852.763164,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1754138299.467562,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1754138304.088737,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754138499.501274,America/Sao_Paulo,240.0,instagram,False
openedApp,6.0,askForTimeLimit,1754139872.397431,America/Sao_Paulo,300.0,instagram,False
dismissedAppOpening,6.0,breathingExercise,1754139880.491044,America/Sao_Paulo,,instagram,False
dismissedAppOpening,6.0,askForTimeLimit,1754165317.781615,America/Sao_Paulo,,instagram,False
openedApp,6.0,askForTimeLimit,1754169406.1941872,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754170992.180907,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754171325.899152,America/Sao_Paulo,1260.0,tikTok,False
openedApp,6.0,askForTimeLimit,1754171497.460732,America/Sao_Paulo,1260.0,tikTok,False
openedApp,6.0,askForTimeLimit,1754173716.785997,America/Sao_Paulo,300.0,instagram,False
openedApp,6.0,askForTimeLimit,1754174022.980609,America/Sao_Paulo,300.0,instagram,False
