resolution,timestamp,isReIntervention,app,timezone,interventionType,interventionDuration
openedApp,1751938802.369695,False,instagram,Asia/Kolkata,breathingExercise,6.0
dismissedAppOpening,1751949864.733285,False,instagram,Asia/Kolkata,breathingExercise,6.0
dismissedAppOpening,1751949869.121019,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751949891.688776,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751950367.34699,False,instagram,Asia/Kolkata,breathingExercise,6.0
dismissedAppOpening,1751951669.166263,False,instagram,Asia/Kolkata,breathingExercise,6.0
dismissedAppOpening,1751956139.418064,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751956154.412867,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751961832.751061,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751970892.133521,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751973592.733203,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751974165.055646,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751983189.5845652,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751983369.334324,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751983431.376709,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751983672.297183,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751983835.353059,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751983887.993751,False,instagram,Asia/Kolkata,breathingExercise,6.0
dismissedAppOpening,1751984130.48803,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751984175.791716,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751984538.4665241,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751985854.714731,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751985926.649267,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751986469.339365,False,instagram,Asia/Kolkata,breathingExercise,6.0
dismissedAppOpening,1751987769.459445,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751987791.552,False,instagram,Asia/Kolkata,breathingExercise,6.0
dismissedAppOpening,1751988086.379245,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751989878.855391,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751991034.108498,False,instagram,Asia/Kolkata,breathingExercise,6.0
dismissedAppOpening,1751991917.2623038,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751991935.807495,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751995275.105978,False,instagram,Asia/Kolkata,breathingExercise,6.0
dismissedAppOpening,1751995671.13464,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751995701.05078,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751996217.6943169,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1751999208.273958,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1752002331.884232,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1752022779.429731,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1752024027.473186,False,instagram,Asia/Kolkata,breathingExercise,6.0
dismissedAppOpening,1752024765.403029,False,instagram,Asia/Kolkata,breathingExercise,6.0
dismissedAppOpening,1752024858.933248,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1752024903.487247,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1752027089.9151921,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1752027594.531633,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1752027665.602592,False,instagram,Asia/Kolkata,breathingExercise,6.0
dismissedAppOpening,1752027989.150435,False,instagram,Asia/Kolkata,breathingExercise,6.0
dismissedAppOpening,1752028003.89797,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1752028678.997837,False,instagram,Asia/Kolkata,breathingExercise,6.0
dismissedAppOpening,1752029564.355011,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1752029589.772509,False,instagram,Asia/Kolkata,breathingExercise,6.0
dismissedAppOpening,1752029749.522289,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1752029766.9610162,False,instagram,Asia/Kolkata,breathingExercise,6.0
dismissedAppOpening,1752032294.243792,False,instagram,Asia/Kolkata,breathingExercise,6.0
openedApp,1752032309.150316,False,instagram,Asia/Kolkata,breathingExercise,6.0
